ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-247009,2025-11-11 13:37,2025-11-11 14:09,2025-11-11 14:37,resolved,chat,C102484,,VA-EB-PL2,Delivery & Shipping,Low,Logistics,A3029,0,2,,,N,"very poor quality. got pulse2 from vireo.in 2 weeks ago. package not delivered evn after 19 days. i already called the courier. i want a replacement or refund, nothing else.",closed,helpdesk
TK-247011,2025-11-11 14:02,2025-11-11 14:18,2025-11-12 14:39,resolved,chat,C107095,VR902794,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,,,,N,"hi
pickup scheduled but no one showed up
the pulse 2 earbuds
urgent",re: reverse pickup pending | re-raised pickup with courier -> refund processed without pickup as goodwill,helpdesk
TK-247012,2025-11-11 14:02,2025-11-11 15:37,2025-11-11 16:00,resolved,email,C103390,VR888556,VA-SW-NX2,App & Firmware,Normal,Email Frontline,A3018,0,,,,N,"hello, got nexa 2 from amazon last week. app crashes when i open device settings. i want a replacement. regards,","cx states app not opening. asked for phone modeel + os. bug logged, workaround shared. cx satisfied on chat.",helpdesk
TK-247013,2025-11-11 15:00,2025-11-11 15:23,2025-11-12 15:39,resolved,chat,C104076,VR886911,VA-SP-MINI,Billing & Payments,Normal,Billing,A3033,0,4,,,N,"hello
transaction done, where is my stuff
orbit mini
urgent","ord not delivered | raised ticket w/ courier partner -> courier confirmed delivery for 17 nov, cx informed //HAR",helpdesk
TK-247015,2025-11-11 16:25,2025-11-11 16:50,2025-11-11 17:09,resolved,voice,C102111,VR890248,VA-NB-ARC,App & Firmware,Normal,Voice Frontline,A3026,0,,,,N,"Namaste, Ordered the neckband around Diwali. Since the last update the app just shows a white screen. Please resolve asap. Awaiting response, Dev","cx reached out - app not opening. chk app version. Cleared cache, rslvd. -NP",helpdesk
TK-247016,2025-11-11 16:38,2025-11-11 21:51,2025-11-11 22:06,resolved,email,C104561,,VA-EB-PL2,Delivery & Shipping,High,Logistics,A3029,0,,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of the Pulse 2 earbuds placed on 28/10.  Please cancel, ordered by mistake. I have tried cancel button, greyed out. I request you to provide a resolution withiin 3 working days.

Regards,
Karan Saxena
Indore","cx: order cancellation | checked shipment status -> already shipped, advised rto/return",helpdesk
TK-247017,2025-11-11 18:59,2025-11-12 01:13,2025-11-12 01:29,resolved,email,C101885,VR884598,VA-SP-ORB,Product Enquiry,High,Email Frontline,A3003,0,,,,N,"hey
is my orbiit compatible with my tv
help",cx says product enquiry. shared compatibility info. cx satisfied.,helpdesk
TK-247018,2025-11-11 19:06,2025-11-11 21:21,2025-11-14 23:42,resolved,email,C103904,VR893996,VA-SW-NX2,Warranty & Repair,High,Escalations & Warranty,A3042,0,,,,Y,"Hello Vireo, Got the Nexa 2 from Amazon last week.  Screen lights up but does nothing when I touch. Need this sorted this week.",cust contacted re unresponsive display. checked fw version. new unit shipped under doa.,helpdesk
TK-247019,2025-11-11 19:18,2025-11-11 21:27,2025-11-12 21:42,resolved,voice,C101429,,VA-EB-AIR,Delivery & Shipping,Normal,Logistics,A3029,0,2,,,N,[IVR transcript] Very poor quality. Got the AirLite buuds from vireo.in last month. my order has not been delivered yet. I already checked with neighbours. Fix this or I am posting on twitter.,"re: shipment not received | raised ticket with courier partner -> courier confirmed delivery for 12 nov, cx informed",helpdesk
TK-247020,2025-11-11 19:34,2025-11-11 19:35,2025-11-11 20:03,resolved,chat,C103810,VR881337,VA-SW-NX2,Billing & Payments,High,Billing,A3035,0,,585,DUP-PAYMENT,N,not what i expected from vireo. got the neexa 2 from vireo.in last week. card charged two times. i already checked with bank. fix this or i am posting on twitter.,"1. Double charge
2. Checked PG for duplicate txn
3. Refund approved, Rs 585, 5-7 working days",helpdesk
TK-247022,2025-11-11 20:18,2025-11-12 00:52,,pending,email,C106782,VR891255,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3001,1,,,,N,"paid on 05/11, still waiting for something to show up, vr891255","cx: shipment not received | raised ticket with courier partner -> courier confirmed delivery for 17 nov, cx informed | xfer chat frontline ~Abhishek",helpdesk
TK-247023,2025-11-11 20:44,2025-11-11 21:00,2025-11-13 21:21,resolved,chat,C106977,VR905532,VA-SP-MINI,Delivery & Shipping,Normal,Logistics,A3030,0,,,,N,this is very disappointing.  this is regarding orbit mini. order status stuck on shipped since 31/10. i already called the courier. fix this or i am posting on twitter.,Re-shipped from warehouse. Issue: shipment not received. Raised ticket w/ crr partner. (SOP 4.2) ~Imran,helpdesk
TK-247024,2025-11-11 20:53,2025-11-11 22:14,2025-11-11 22:33,resolved,voice,C106577,VR881394,VA-EB-PL1,Charging & Battery,Normal,Voice Frontline,A3020,1,,,,N,"[IVR transcript] Dear Sir/Madam, the Pulse buds purchased recently, order VR881394. Battery backup is terrible now. Please help. Thank you, Suresh Mishra",Reported: rapid battery drain. chk FW 2.8.6. xfer to Email Frontline. rplc raised after test.,helpdesk
TK-247025,2025-11-11 22:01,2025-11-11 22:35,2025-11-11 22:53,resolved,social,C101612,VR894240,VA-HP-ST3,Delivery & Shipping,High,Logistics,A3031,0,,,,N,"Dear Sir/Madam,

I am writing with reference to my order of Strata 3 (VR894240) placed on 02 Nov. Screen has a crack before I evn switched it on. I have rfused nothiing as I didn't ntice tll later. I request you to look into this matter at the earliest.

Regards,
Aadhya Patil
Visakhapatnam","Reverse pkp arranged. Issue: transit damage. Photos received, damage conf. (SOP 5.4) [closed]",helpdesk
TK-247026,2025-11-11 22:01,2025-11-12 04:06,2025-11-12 04:44,resolved,email,C100208,VR892861,VA-EB-AIR,Connectivity,Normal,Email Frontline,A3001,0,4,,,N,"hi sir
connection drops constantly
kal se
hello??",bt dropouts | checked interference sources -> fw update resolved ~Abhishek,helpdesk
TK-247027,2025-11-11 22:36,2025-11-12 01:03,2025-11-12 01:26,resolved,email,C106609,VR904603,VA-SP-MINI,Other,Normal,Email Frontline,A3017,0,5,,,Y,"Hello,
Ordered the mini speaker 10 days ago. Keeps losing my phone if I walk to the other room.
I turned off wifi.
Honestly regretting this purchase.
Waiting for your reply.
Please revert, Jaspreet Bhatt","Reported: connection dropping. Checked interferene sources. rplc raised, RMA shared w/ cx.",helpdesk
TK-247028,2025-11-11 23:07,2025-11-11 23:09,2025-11-11 23:31,resolved,chat,C103316,VR883284,VA-EB-PL2,Product Enquiry,Normal,Chat Frontline,A3036,1,,,,N,"hii
your ad said 20% off and the cart says full price
pluse 2
pls reply","coupon not applied | checked cart eligibility -> advised coupon terms, resolved | xfer returns desk ~Pranav",helpdesk
TK-247030,2025-11-11 23:51,2025-11-11 23:53,2025-11-14 00:41,resolved,chat,C100005,VR893299,VA-SP-ORB,Billing & Payments,High,Billing,A3029,1,2,,,N,"Not acceptable at tihs price. This is regarding my Orbit. I haven't received my order, payment was done on 28/10. I already checked with neighbours. Fix this or I am posting on twitter.",issue: shipment not received | raised ticket with courier partner -> re-shipped from warehouse | xfer logistics,helpdesk
TK-247031,2025-11-12 01:09,2025-11-12 01:11,2025-11-17 01:44,resolved,chat,C100712,VR885339,VA-SP-ORB,Delivery & Shipping,Normal,Logistics,A3031,0,4,,,Y,"Dear Sir/Madam,
Got the Orbit smart speaker from vireo.in 10 days ago. I ordered the Orbit smart speaker and got something else.
I want a replacement.
Thanks in advance Varun",New unit shipped under DOA. Issue: incorrect product shipped. Verified order vs delivered item photos. [closed],helpdesk
TK-247032,2025-11-12 06:18,2025-11-12 06:20,2025-11-12 06:48,resolved,chat,C109465,VR886867,VA-SW-NX2,Returns & Refunds,Normal,Returns Desk,A3038,0,,3250,RETURN-QC-OK,N,"Hi Vireo support, I bought the Nexa 2 on 04-12-2025. Refund was promised 13 days ago and nothing. What do I do now? Thanks & regards,","1. rfnd not credited
2. Checked rfnd status on PG
3. Refunded Rs 3250 (SOP 5.4) [closed]",helpdesk
TK-247034,2025-11-12 07:40,2025-11-12 10:20,2025-11-13 10:39,resolved,social,C108811,VR898038,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3028,0,3,,,Y,"received damaged product
VR898038","reported: damaged in transit. photos rcvd, damage conf. rplc approved, reverse pkp arranged.",helpdesk
TK-247035,2025-11-12 07:51,2025-11-12 08:02,2025-11-12 08:26,resolved,chat,C102254,VR895039,VA-EB-AIR,Audio Quality,Normal,Chat Frontline,A3007,0,,,,N,microphone is vey low on the airlite. vr895039,cx: low mic pkp | chk mic permissions on phone -> replacement raised,helpdesk
TK-247036,2025-11-12 08:21,2025-11-12 08:27,,pending,chat,C104349,,VA-SW-FIT,Delivery & Shipping,Normal,Logistics,A3031,0,4,,,N,"hii
ordre status stuck on shipped since 29-10-2025",Re-shipped from warehouse. Issue: order not delivered. Raised ticket with crr partner.,helpdesk
TK-247037,2025-11-12 08:39,2025-11-12 09:44,2025-11-14 10:23,resolved,social,C103670,VR902062,VA-EB-PL2,Billing & Payments,High,Billing,A3027,1,3,,,N,"payment successful but order not delivered, VR902062","payment ok. shipment issue. -> logistics Cx says shipment not rcvd. chk AWB w/ crr. xfer to Logistics. RTO conf, reshipped.",helpdesk
TK-247038,2025-11-12 08:50,2025-11-12 09:27,2025-11-12 09:39,resolved,social,C104630,VR880777,VA-EB-PL1,Account & Login,Normal,Chat Frontline,A3015,0,,,,N,"Dear Sir/Madam,

I am writing with reference to my order of my Pulse (VR880777) placed on 25 Aug. Locked out of my own account since last week. I have tried on another browser. I request you to process a refund to my original payment method.

Sincerely,
Tarun Siddiqui
Gurugram","cust contacted re otp not received. checked otp logs. otp resent, cx logged in. (sop 3.1)",helpdesk
TK-247040,2025-11-12 08:52,2025-11-12 08:52,2025-11-12 09:33,resolved,chat,C101023,VR907523,VA-EB-PL2,Other,High,Chat Frontline,A3009,1,5,,,Y,the left earbud is not charging at all,re: l bud no charge in case | asked cx to clean charging pins -> new unit shipped under doa,helpdesk
TK-247041,2025-11-12 09:17,2025-11-12 15:07,2025-11-12 15:33,resolved,email,C106049,VR889231,VA-EB-PL2,Billing & Payments,Normal,Billing,A3035,0,,,,N,my baank says Rs 3499 went to you but your site says I have no orders. VR889231,"Cx reported payment debited, no order. Checked PG dashboard for txn. Refund processed to source. Follow-up not required.",helpdesk
TK-247042,2025-11-12 09:42,2025-11-12 11:24,2025-11-12 12:00,closed,voice,C106496,,VA-EB-AIR,App & Firmware,Normal,Voice Frontline,A3025,0,2,,,N,[IVR transcript] honeslty regretting this purchase. i bought the airlite buds on 21/07. firmware update stck for 2 hours. i already kept it in the case. refund. now.,re: fw update stuck | checked fw 3.8.10 rollout -> replacement raised (bricked),helpdesk
TK-247043,2025-11-12 09:52,2025-11-12 09:52,2025-11-12 10:31,resolved,chat,C107056,,VA-EB-PL2,Billing & Payments,High,Billing,A3032,0,,315,DUP-PAYMENT,N,"Namaste,
This is regaring pulse 2 buds. Payment went through but I got no order id.
I checked bank statement. Ntohing changed.
How do I get this fixed?
Please revert, Aditya",re: aomunt deducted without order | chk pg dashboard for txn -> full refund processed (315) [closed],helpdesk
TK-247044,2025-11-12 10:46,2025-11-12 11:11,2025-11-13 11:48,resolved,social,C100491,VR891977,VA-EB-PL2,Billing & Payments,Normal,Billing,A3035,0,,,,N,I have been a loyal customer and this is how you treat me. Got the Pulse 2 earbuds from vireo.in in November. payment successful but order not delivered. I already checked with neighbours. This is the last time I buy from you,Cx reported order not delivered. Checked AWB with courier. Re-shipped from warehouse. Cx informed. (SOP 4.2),helpdesk
TK-247045,2025-11-12 11:49,2025-11-12 15:34,2025-11-12 15:43,resolved,email,C100391,VR900088,VA-SW-NX1,Other,Normal,Email Frontline,A3018,0,4,400,CANCEL,N,"Namaste, Nexa watch purchased around Diwali, order VR900088.  Please cancel, ordered by mistake. I tried cancel button, greyed out. Nothing changed. Please advise.",cx says cancel order. cancelled before dispatch. refund of rs 400 initiated to source. will monitor.,helpdesk
TK-247046,2025-11-12 13:34,2025-11-12 14:11,2025-11-12 14:48,resolved,voice,C103704,VR901495,VA-EB-AIR,Billing & Payments,High,Billing,A3035,0,,1799,DUP-PAYMENT,N,"hii
payment went through but i got no order id
hello??",Cx reported failed order after payment. Checked PG daashboard for txn. Full refuund processed (1799). Will monitor. (SOP 5.4),helpdesk
TK-247048,2025-11-12 14:10,2025-11-12 14:11,2025-11-15 14:28,resolved,chat,C104227,VR903801,VA-SW-FIT,Returns & Refunds,Normal,Returns Desk,A3036,0,4,,,N,"bhai
you picked up the item 4 days ago and my money hasn't come back
itna paisa diya hai
my nexa fit band vr903801
anyone there",issue: refund delay | checked refund status on pg -> refund reprocessed,helpdesk
TK-247049,2025-11-12 14:51,2025-11-12 14:57,2025-11-12 15:13,resolved,chat,C103599,VR887012,VA-HP-ST3,Delivery & Shipping,Low,Logistics,A3032,1,4,,,N,I moved houses yesterday and the order is going to the old flat.  VR887012. kindly look into it,"issue: addess change request | checked dispatch status -> already dispatched, advised to redirect w/ courier | xfer billing [closed]",helpdesk
TK-247050,2025-11-12 15:23,2025-11-12 17:02,2025-11-12 17:28,resolved,email,C101813,,VA-EB-AIR,Delivery & Shipping,Normal,Logistics,A3030,0,,,,N,"my ordre has not been delivered yet
waiting for your reply",Cx says delivery delayed. Raised ticket with crr partner. rfnd initiated as lost in transit. Cx satisfied on chat. ~Imran,helpdesk
TK-247052,2025-11-12 15:33,2025-11-12 15:36,2025-11-12 15:57,resolved,chat,C108661,,VA-NB-ARC,Billing & Payments,High,Billing,A3028,2,2,,,N,"bhai
my order has not been delivered yet
my arc
pls reply","1. dlvry delayed
2. conf address w/ cx
3. xfer to logistics
4. rto conf, reshipped",helpdesk
TK-247053,2025-11-12 16:24,2025-11-12 17:01,2025-11-12 17:13,resolved,social,C106088,VR882830,VA-EB-PL1,Delivery & Shipping,Normal,Logistics,A3029,0,,,,N,"Dear team, I bought the Pulse buds on October 31.  Tracking has said out for delivery for a week now. How do I get this fixed? Regards",cx: order not delivered | confirmed address with cx -> refund initiated as lost in transit,helpdesk
TK-247054,2025-11-12 16:34,2025-11-12 16:58,2025-11-12 17:13,resolved,social,C109175,VR890135,VA-HP-ST2,Account & Login,Normal,Chat Frontline,A3010,0,5,,,N,"Hi there, I bought my Strata 2 headpphones on 12 Oct. Your site keeps sayign it sent me a code and my phone disagrees. I tried 5 times. Nothing changed. Please reslove asap. Regards Komal Nair",issue: otp not rcvd | chk otp logs -> account unlocked,helpdesk
TK-247055,2025-11-12 17:57,2025-11-12 17:59,2025-11-12 18:17,closed,chat,C104022,VR894034,VA-EB-AIR,Account & Login,Normal,Chat Frontline,A3010,0,,,,N,"Hi there, This is regarding AirLite. Not receiving OTP to login. I want a replacement. Thanks & regards,",Account unlocked. Issue: login issue. Checked number on account.,helpdesk
TK-247056,2025-11-12 18:44,2025-11-12 19:04,2025-11-12 19:20,resolved,chat,C107801,VR895456,VA-SW-NX2,Other,Low,Chat Frontline,A3011,0,4,,,N,"hello ji
entered wrong pincode
kuch karo
nexa 2
anyone there",cx: address update | updated address with courier -> address updated -SM,helpdesk
TK-247057,2025-11-12 19:06,2025-11-12 19:08,2025-11-12 19:23,resolved,chat,C100962,,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3030,0,3,,,N,"Hi team, Got the Puulse 2 earbuds from vireo.in last month.  Packae not delivered even after 9 days. I checked the tracking page daily. Nothing changed. I want my money back. Thanks & regards, Komal","cx states delivery delayed. Raised ticket with courier partner. RTO confirmed, reshipped. Cx informed. ~Imran",helpdesk
TK-247058,2025-11-12 19:41,2025-11-13 02:09,2025-11-13 02:40,closed,email,C108031,,VA-EB-PL2,App & Firmware,High,Email Frontline,A3016,0,4,,,N,"Hi team, Got the Pulse 2 earbuds from Amazon 3 weeks back. The app closes itself the moment I tap on my device. I cleared cache. Nothing changed. Very poor quality. Waiting for your reply. Awaiting response,","issue: app not opening | known issue on ios 18 - bug logged -> bug logged, workaround shared ~Ritika",helpdesk
TK-247059,2025-11-12 19:43,2025-11-12 20:29,2025-11-12 20:45,resolved,email,C102676,,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3029,0,3,,,N,"hi, this is regarding the nexa 2.  i haven't received my order. waiing for your reply. awaiting response",cx: delivery delayed | confirmed address with cx -> re-shipped from warehouse,helpdesk
TK-247060,2025-11-12 20:08,2025-11-13 01:06,2025-11-13 01:22,resolved,email,C101325,,VA-SW-NX2,Connectivity,High,Email Frontline,A3003,0,,,,N,"Hi, Bought my Nexa 2 watch around October 18 from vireo.in. The pairing light blinks but nothing ever shows up on my Nothing phone. I tried on another phone. Nothing changed. I am losing patience. Can someone fix this?","cx reported pairing failure. walked through forget + re-pair. advised fw update via app, resolved.",helpdesk
TK-247061,2025-11-12 20:21,2025-11-12 20:39,2025-11-14 20:49,resolved,email,C108450,,VA-HP-ST3,Returns & Refunds,Normal,Returns Desk,A3036,0,,6999,RETURN-QC-OK,N,"dear sir/madam,

i am writing with reference to my order of the strata 3 placed on october 16. i have been sitting at home for 3 days waiting for your courier. i have called courier. i request you to provide a resolution within 3 working days.

regards,
siddharth george
patna","1. Pickup not done
2. Checked pickup AWB
3. Refunded Rs 6999 ~Pranav",helpdesk
TK-247062,2025-11-12 21:09,2025-11-13 11:32,2025-11-13 11:54,resolved,email,C102944,VR887592,VA-EB-PL1,Billing & Payments,Normal,Billing,A3033,0,,,,N,"helo
the page failed after i paid and now nothing shows in my account",issue: failed ord after payment | asked for utr -> auto-refund confirmed wihin 5-7 days //HAR,helpdesk
TK-247064,2025-11-12 22:32,2025-11-12 22:35,2025-11-12 22:55,resolved,chat,C103518,VR882841,VA-SW-NX1,Other,Normal,Chat Frontline,A3002,0,4,,,N,"I am losing patience. I bought my Nexa on 30 Nov. I have to charge it twice a day now, it used to last days. I alreayd turned off always-on display. Fix this or I am posting on twitter.",Customer states poor battery backup. chk FW 1.1.2. Escalated to warranty. Will monitor.,helpdesk
TK-247065,2025-11-12 23:51,2025-11-13 01:51,2025-11-13 02:26,resolved,email,C101573,VR888791,VA-HP-ST3,Billing & Payments,Normal,Billing,A3034,0,5,6999,DUP-PAYMENT,N,"paid once, statement disagrees - VR888791",refunded rs 6999. issue: double charge. checked pg for duplicate txn. ~Megha,helpdesk
TK-247066,2025-11-13 00:42,2025-11-13 00:50,2025-11-13 01:20,resolved,chat,C106403,VR893450,VA-EB-PL1,Connectivity,Low,Chat Frontline,A3016,0,,,,N,"hi sir
it connects for a seecond and then vanishes from the device list
kuch karo
the pulse buds VR893450","cx: pairing failure | walked through forget + re-pair -> reset done, paired ok ~Ritika",helpdesk
TK-247067,2025-11-13 08:16,2025-11-13 08:24,2025-11-13 08:48,closed,chat,C107370,VR896330,VA-HP-ST3,Billing & Payments,Normal,Billing,A3028,1,,,,N,"Honestly regretting this purchase. Order VR896330 (Strata 3). order not delivered, tracking not updating. I already checked the tracking page daily. Fix this or I am posting on twitter.",contact re shipment not received. chk awb with crr. xfer to logistics. rfnd initiated as lost in transit.,helpdesk
TK-247068,2025-11-13 09:52,2025-11-13 14:42,2025-11-18 15:04,resolved,social,C101157,VR881731,VA-EB-PL2,Delivery & Shipping,Low,Logistics,A3030,0,3,,,Y,"HEY
RECEIVED THE WRONG ITEM
KINDLY DO THE NEEDFUL","1. Incorrect product shipped
2. Verified order vs delivered item photos
3. rplc dispatched (SOP 3.1) ~Imran",helpdesk
TK-247069,2025-11-13 10:05,2025-11-13 10:34,2025-11-13 11:08,resolved,email,C102191,,VA-EB-PL2,Billing & Payments,Normal,Billing,A3032,0,3,3149,DUP-PAYMENT,N,"not acceptable at this price. got pulse2 from amazon 10 dasy ago. upi shows success, ur app shows nothing. i already waited 24 hours. this is the last time i buy from u.",cx: failed order after payment | checked pg dashboard for txn -> refund processed to source [closed],helpdesk
TK-247071,2025-11-13 10:38,2025-11-13 10:40,2025-11-13 11:19,resolved,chat,C102177,VR892723,VA-NB-ARC,Connectivity,Normal,Chat Frontline,A3006,0,,,,N,"dear sir/madam,

i am writing w/ reference to my order of arc neckband (vr892723) placed on 21 aug. it connects for a second & then vanishes from the device list. i have restarted the phone. i request u to look into this matter at the earliest.

yours faithfully,
kavya saxena","cx: pairing failure | asked cx to reset the device -> re-pair successful, resolved on chat [closed]",helpdesk
TK-247073,2025-11-13 10:49,2025-11-13 11:00,2025-11-13 11:28,resolved,chat,C102095,,VA-HP-ST2,Connectivity,High,Chat Frontline,A3009,0,5,,,N,"Hey, Ordered Strata 2 3 weeks back. Cannot pair Strata 2 with my laptop. I restarted the phone. Nothing changed. What do I do now?","re: device not discoverable | walked through forget + re-pair -> advised fw update via app, rslvd",helpdesk
TK-247075,2025-11-13 10:55,2025-11-13 13:27,2025-11-13 13:47,resolved,email,C103272,,VA-EB-PL2,Product Enquiry,Normal,Email Frontline,A3022,0,,,,N,"product: pulse2
order: vr900375
purchased: 13-11-2025
issue: can i connect two pulse2 together
expected: callback",re: compatibility query | shared compatibility info -> cx satisfied,helpdesk
TK-247076,2025-11-13 11:05,2025-11-13 11:22,2025-11-13 11:53,resolved,chat,C105767,VR903283,VA-SP-ORB,Other,Normal,Chat Frontline,A3006,0,,,,N,"to the vireo customer care team,

i am writing with reference to my order of my orbit (vr903283) placed on 23 aug.  keeps losing my phone if i walk to the other room. i have reset both devices. i request you to look into this matter at the earliest.

yours faithfully,
aarav jadhav","1. bt dropouts
2. checked fw 1.9.9
3. adv, cx will monitor [closed]",helpdesk
TK-247077,2025-11-13 11:46,2025-11-13 13:52,2025-11-13 14:29,resolved,social,C105652,VR905303,VA-HP-ST3,Billing & Payments,High,Billing,A3032,0,,840,DUP-PAYMENT,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of my Strata 3 headphones (VR905303) placed on 06 Nov. I was charged twice for one order. I have waited a week. I requets you to process a refund to my original payment method.

Yours faithfully,
Steven Fernandes",cx ok,helpdesk
TK-247078,2025-11-13 11:48,2025-11-13 11:59,2025-11-25 12:48,resolved,chat,C100952,VR909624,VA-SW-FIT,Connectivity,Normal,Chat Frontline,A3042,1,,,,N,not pairing with my phone,"cx says device not discoverable. checked phone os version. transferred to escalations & warranty. re-pair successful, resolved on chat.",helpdesk
TK-247079,2025-11-13 12:12,2025-11-13 14:28,2025-11-13 14:40,resolved,voice,C101705,VR896914,VA-SW-NX2,Product Enquiry,Normal,Voice Frontline,A3023,0,3,,,N,"I have been a loyal customer & this is how you treat me. Got Nexa 2 from vireo.in 10 days ago. my dad has an old Nokia, will the watch app run. Refund. Now.",Cx satisfied. Issue: pre-sales query. Shared spec sheet. //ZOY,helpdesk
TK-247080,2025-11-13 12:15,2025-11-13 13:04,2025-11-21 17:42,closed,voice,C106161,,VA-SW-NX2,Warranty & Repair,Normal,Escalations & Warranty,A3044,0,3,,,N,"hello
warranty claim pending for 18 days
nexa 2",done //AAD,helpdesk
TK-247081,2025-11-13 12:58,2025-11-14 06:58,2025-11-14 07:35,resolved,social,C104332,VR888043,VA-SP-MINI,App & Firmware,High,Chat Frontline,A3012,0,,,,N,"DEAR SIR/MADAM,
ORBIT MINI PURCHASED A MONTH AGO, ORDER VR888043. The pairing light blinks but nothing ever shows up on my Pixel.
I tried on another phone.
Please resolve asap.","cx: pairing failure | asked cx to reset the device -> re-pair successful, resolved on chat",helpdesk
TK-247082,2025-11-13 13:47,2025-11-13 15:05,2025-11-13 15:24,resolved,email,C106583,VR884459,VA-EB-PL2,Audio Quality,Normal,Email Frontline,A3018,0,3,,,N,"not acceptable at this price. i bought pulse2 on 01/09. buzzing sound from the speaker. i already tried different apps. i want a replacement or refund, nothing else.","fw update, cx to monitor. issue: audio distortion. checked fw.",helpdesk
TK-247083,2025-11-13 14:15,2025-11-13 14:16,2025-11-13 14:52,resolved,chat,C108501,VR882884,VA-EB-PL2,Other,Normal,Chat Frontline,A3013,0,,,,N,"hello vireo, ordered my pulse 2 recently.  the left earbud is not charging at all. can someone fix this?",esc to wty for inspection. Issue: L bud no charge in case. conf FW 2.5.5. //SNE,helpdesk
TK-247084,2025-11-13 14:33,2025-11-13 15:46,2025-11-15 15:08,resolved,chat,C101950,VR892502,VA-NB-ARC,Billing & Payments,High,Billing,A3033,0,,,,N,"payment done, order status has not moved since 04 Nov
how do i get this fixed?","RTO conf, reshipped. Issue: delivery delayed. Checked AWB with crr. //HAR",helpdesk
TK-247085,2025-11-13 15:39,2025-11-13 15:44,,open,chat,C108343,VR881202,VA-SP-MINI,Returns & Refunds,Normal,Returns Desk,A3036,0,2,2499,RETURN-QC-OK,N,Honestly regretting this purchase. Bought the mini speaker around October 25 from vireo.in. still waiting for my refund. I already checked bank. This is the last tiime I buy from u.,"Refund approved, Rs 2499, 5-7 working days. Issue: refund pending. Checked refund status on PG.",helpdesk
TK-247086,2025-11-13 16:10,2025-11-13 22:58,2025-11-13 23:19,resolved,email,C101055,,VA-EB-PL2,Billing & Payments,Normal,Billing,A3034,0,,3499,DUP-PAYMENT,N,"bhai
i was charged twice for one order
kuch karo
urgent",refund of rs 3499 initiated to source. issue: duplicate payment. checked pg for duplicate txn. ~Megha,helpdesk
TK-247088,2025-11-13 16:22,2025-11-13 16:28,2025-11-15 17:03,resolved,chat,C104069,,VA-EB-AIR,Billing & Payments,Normal,Billing,A3035,0,3,,,N,"money went out of my account 7 days ago and I have nthing in hand, i want a replacement",Cust contacted re odrer not delivered. Cofirmed address witth cx. Re-shipped from warehouse. Closing. (SOP 2.7),helpdesk
TK-247089,2025-11-13 16:23,2025-11-13 20:56,2025-11-13 21:05,resolved,social,C102382,VR887761,VA-SW-NX2,Other,Low,Chat Frontline,A3010,0,4,6499,CANCEL,N,"Product: the Nexa 2
Purchased: 31-10-2025
Issue: want to cancel my order
Tried: tried cancel button, greyed out
Expected: resolution",Contact re cancel ord. chk shipment status. Full refund processed (6499).,helpdesk
TK-247090,2025-11-13 17:06,2025-11-13 17:09,2025-11-13 17:23,resolved,chat,C101272,VR909114,VA-EB-PL2,Delivery & Shipping,High,Logistics,A3029,0,,,,N,"Dera Sir/Madam,

I am writing wiht referencce to my order of the Pulse 2 earbuds (VR909114) placed on 09-11-2025. My order has not been delivered yet. I have checked wth neighbours. I request you to prrovide a resolution within 3 working days.

Yous faithfully,
Pojoa Gaikwad
Visakhpatnam",Customer states shipment not received. Checked AWB with courier. Refund initiated as lost in transit.,helpdesk
TK-247091,2025-11-13 17:27,2025-11-13 19:20,2025-11-18 19:44,resolved,social,C108659,VR901325,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3029,1,3,,,N,"hello ji
odrer not delivered, tracking not updating
please jaldi",issue: shipment not received | raised ticket with courier partner -> refund initiated as lost in transit,helpdesk
TK-247093,2025-11-13 17:37,2025-11-13 18:06,2025-11-13 18:45,resolved,voice,C106128,VR893955,VA-EB-PL2,Connectivity,Normal,Voice Frontline,A3024,0,,,,N,[IVR transcript] cannot pair my Pulse 2 with my laptop VR893955 waiting for your reply,"re: device not discoverable | walked through forget + re-pair -> re-pair successful, resolved on chat -SS",helpdesk
TK-247094,2025-11-13 17:46,2025-11-13 20:10,2025-11-13 20:28,resolved,voice,C107867,VR899777,VA-AC-CBL,Billing & Payments,Normal,Billing,A3035,0,,,,N,[IVR transcript] hi promo code shows invalid urgent,"1. Discount not applied
2. Checked cart eligibility
3. Advised coupon terms, resolved (SOP 5.4)",helpdesk
